"Date&Time","cooling_id","location_ID","item_name","quantity","Harvesting_id","Mobile_ID","subsequent_id","is_contaminated"
"2022-12-19T22:19:36","C293",16,"arugula",2304,"H293",12,"IP293","true"
"2022-09-03T03:14:41","C294",46,"basil",6490,"H294",33,"IP294","false"
"2022-06-20T22:58:53","C295",21,"melons",3001,"H295",15,"IP295","false"
"2022-08-21T17:04:21","C296",62,"potato",8866,"H296",44,"IP296","false"
"2023-03-06T15:58:42","C297",39,"bell peppers",5489,"H297",28,"IP297","false"
"2022-06-28T15:08:47","C298",49,"basil",7048,"H298",35,"IP298","true"
"2022-06-07T01:43:48","C299",14,"kale",1912,"H299",10,"IP299","true"
"2022-06-27T04:04:03","C300",25,"melons",3539,"H300",18,"IP300","false"
"2022-08-26T19:50:57","C301",4,"lettuce",494,"H301",3,"IP301","false"
"2022-09-10T01:52:13","C302",18,"arugula",2568,"H302",13,"IP302","true"
"2023-01-08T15:53:39","C303",56,"parsley",7987,"H303",40,"IP303","true"
"2022-11-01T07:56:50","C304",50,"basil",7108,"H304",36,"IP304","true"
"2022-06-25T08:13:07","C305",33,"Cucumbers",4714,"H305",24,"IP305","true"
"2023-01-27T15:55:20","C306",56,"parsley",8053,"H306",40,"IP306","true"
"2022-12-02T09:22:40","C307",7,"spinach",913,"H307",5,"IP307","true"
"2023-02-25T21:30:14","C308",34,"Cucumbers",4848,"H308",25,"IP308","false"
"2022-07-16T12:51:55","C309",67,"sweet potato",9616,"H309",48,"IP309","true"
"2023-02-06T21:28:33","C310",17,"arugula",2457,"H310",13,"IP310","false"
"2022-12-03T02:55:02","C311",32,"Cucumbers",4587,"H311",23,"IP311","false"
"2022-06-30T02:13:32","C312",34,"Cucumbers",4863,"H312",25,"IP312","true"
"2022-04-27T12:17:08","C313",6,"lettuce",751,"H313",4,"IP313","false"
"2022-06-13T06:48:58","C314",9,"spinach",1177,"H314",6,"IP314","true"
"2022-06-04T03:34:19","C315",63,"potato",8943,"H315",45,"IP315","false"
"2022-07-29T16:34:37","C316",61,"potato",8657,"H316",43,"IP316","false"
"2022-11-26T21:49:52","C317",56,"parsley",8009,"H317",40,"IP317","false"
"2023-03-16T21:31:55","C318",25,"melons",3563,"H318",18,"IP318","false"
"2023-01-02T19:34:41","C319",10,"spinach",1387,"H319",7,"IP319","false"
"2023-01-11T05:16:57","C320",63,"potato",8931,"H320",45,"IP320","false"
"2023-03-09T05:22","C321",31,"Cucumbers",4376,"H321",22,"IP321","true"
"2023-02-13T02:33:43","C322",10,"spinach",1386,"H322",7,"IP322","false"
"2022-10-20T06:32:42","C323",47,"basil",6729,"H323",34,"IP323","true"
"2022-05-07T00:17:59","C324",37,"bell peppers",5225,"H324",26,"IP324","false"
"2022-12-22T02:56:43","C325",39,"bell peppers",5589,"H325",28,"IP325","false"
"2022-07-16T04:05:44","C326",64,"potato",9176,"H326",46,"IP326","false"
"2023-02-04T16:51:26","C327",27,"Tomatoes",3865,"H327",20,"IP327","true"
"2023-01-21T19:36:21","C328",13,"kale",1808,"H328",9,"IP328","false"
"2023-03-19T19:41:24","C329",10,"spinach",1419,"H329",8,"IP329","false"
"2022-09-17T00:29:45","C330",34,"Cucumbers",4836,"H330",24,"IP330","false"
"2023-01-18T12:40:41","C331",61,"potato",8765,"H331",44,"IP331","false"
"2022-05-17T23:23:34","C332",29,"Tomatoes",4183,"H332",21,"IP332","true"
"2022-06-30T19:45:54","C333",38,"bell peppers",5340,"H333",27,"IP333","false"
