"Date&Time","Harvesting_id","farm_name","subsequent_id","iph_id","item_name","quantity","location_id","field_id","mobile_id"
"2022-07-01T21:49:23","H102","scissortail farms","C102","102","arugula",2872,20,4,15
"2022-07-26T09:23:51","H103","Harvest Moon Farms","C103","103","chili peppers",6079,43,6,31
"2022-10-28T15:59:54","H104","Deep Root Farms","C104","104","parsley",8511,60,9,43
"2022-06-28T23:39:54","H105","roland farms","C105","105","melons",3603,25,4,18
"2022-07-31T12:10:28","H106","Harvest Moon Farms","C106","106","chili peppers",6026,42,6,30
"2022-05-05T21:44:20","H107","scissortail farms","C107","107","melons",2992,21,4,15
"2022-08-11T02:29:52","H108","Deep Root Farms","IPH108","108","potato",8777,61,9,44
"2022-11-23T14:39:07","H109","Sunnydale Farm","C109","109","cilantro",7468,52,8,37
"2022-10-22T02:08:32","H110","Stonehall Farm","C110","110","Tomatoes",4290,30,5,22
"2022-07-14T07:59:43","H111","Burnt Mill Farm","C111","111","Tomatoes",3821,27,4,19
"2022-10-07T20:07:17","H112","scissortail farms","C112","112","arugula",2786,20,3,14
"2023-01-03T12:51:58","H113","Orchard Valley Farm","C113","113","cilantro",7325,51,8,37
"2022-04-29T16:39:10","H114","Deep Root Farms","IPH114","114","potato",8879,62,9,44
"2022-09-25T09:56:57","H115","Hidden gems Farm","C115","115","lettuce",533,4,1,3
"2022-08-05T14:57:04","H116","Stonehall Farm","C116","116","Cucumbers",4631,33,5,23
"2022-04-16T21:42:39","H117","Deep Root Farms","IPH117","117","potato",8638,61,9,43
"2022-09-06T09:55:16","H118","Meadowlark Farm","IPH118","118","potato",9029,63,9,45
"2023-01-26T22:07:53","H119","Mena Farm","C119","119","lettuce",719,5,2,4
"2022-08-23T03:54","H120","Sunnydale Farm","C120","120","cilantro",7662,54,8,38
"2022-06-12T04:15:20","H121","Stonehall Farm","C121","121","Tomatoes",4334,31,5,22
"2023-02-03T14:17:47","H122","Red Barn Farms","IPH122","122","sweet potato",9992,70,10,50
"2022-09-26T12:15:30","H123","Mena Farm","C123","123","lettuce",713,5,2,4
"2022-06-20T13:57:37","H124","Harvest Moon Farms","C124","124","chili peppers",5905,41,6,30
"2023-02-08T08:18:13","H125","Sunny Fields Farm ","C125","125","bell peppers",5716,40,6,29
"2023-01-03T21:38:09","H126","Sweetwater Farm ","C126","126","basil",6654,47,7,33
"2022-07-12T20:54:58","H127","Meadowlark Farm","IPH127","127","potato",9082,64,9,45
"2023-03-16T21:16:50","H128","Potomac Vegetable Farms","C128","128","arugula",2540,18,3,13
"2022-10-12T05:21:31","H129","Potomac Vegetable Farms","C129","129","arugula",2560,18,3,13
"2022-09-23T14:06:01","H130","Orchard Valley Farm","C130","130","basil",7098,50,7,36
"2023-01-09T00:24:45","H131","roland farms","C131","131","melons",3443,24,4,18
"2022-07-22T08:55:49","H132","Harvest Moon Farms","C132","132","chili peppers",6113,43,6,31
"2022-06-10T08:24:24","H133","scissortail farms","C133","133","melons",3223,23,4,16
"2022-09-28T16:52:38","H134","Hidden gems Farm","C134","134","lettuce",342,3,1,2
"2022-06-11T01:56:46","H135","Stonehall Farm","C135","135","Cucumbers",4565,32,5,23
"2022-07-15T19:04:27","H136","Burnt Mill Farm","C136","136","Tomatoes",3754,26,4,19
"2023-02-01T00:54:29","H137","Stonehall Farm","C137","137","Cucumbers",4692,33,5,24
"2022-09-27T05:47:53","H138","Starview Farms","C138","138","kale",1855,13,3,10
"2022-12-05T16:03:15","H139","Sweetwater Farm ","C139","139","basil",6794,48,7,34
"2023-02-28T10:38:27","H140","Orchard Valley Farm","C140","140","cilantro",7184,50,7,36
"2022-06-26T01:30:24","H141","Sunnydale Farm","C141","141","cilantro",7459,52,8,37
"2023-01-19T14:44:09","H142","Meadowlark Farm","IPH142","142","sweet potato",9298,65,9,47
"2022-09-08T05:46:12","H143","Harvest Moon Farms","C143","143","chili peppers",5940,42,6,30
"2022-08-27T04:22:03","H144","Sweetwater Farm ","C144","144","basil",6476,45,7,33
"2022-11-24T08:11:29","H145","Cerritos Farm","C145","145","spinach",1194,9,2,6
"2022-08-20T23:16:53","H146","Sunnydale Farm","C146","146","cilantro",7769,54,8,39
"2023-01-11T13:48:04","H147","scissortail farms","C147","147","melons",3134,22,4,16
"2022-09-12T23:46:37","H148","Deep Root Farms","IPH148","148","potato",8818,62,9,44
"2022-08-13T15:53:10","H149","Harvest Moon Farms","C149","149","chili peppers",6341,44,7,32
"2022-07-12T03:22:36","H150","Meadowlark Farm","IPH150","150","sweet potato",9296,65,9,47
"2022-12-03T20:12:20","H151","Starview Farms","C151","151","kale",2047,15,3,11
"2022-09-26T21:01:42","H152","Sunnydale Farm","C152","152","cilantro",7571,53,8,38
"2022-09-19T22:24:09","H153","Cerritos Farm","C153","153","kale",1661,12,2,9
"2022-05-23T01:55:05","H154","Hidden gems Farm","C154","154","lettuce",518,4,1,3
"2023-02-17T11:32:52","H155","Burnt Mill Farm","C155","155","Tomatoes",3848,27,4,20
"2022-07-05T04:45:03","H156","Sunnydale Farm","C156","156","parsley",7887,55,8,40
"2022-08-07T10:48","H157","Orchard Valley Farm","C157","157","basil",7156,50,7,36
"2022-07-07T09:22:10","H158","Cerritos Farm","C158","158","spinach",1192,9,2,6
"2023-01-09T17:57:08","H159","Sunnydale Farm","C159","159","cilantro",7645,54,8,38
"2022-09-23T05:19:50","H160","Hidden gems Farm","C160","160","lettuce",398,3,1,2
"2022-09-29T01:38:49","H161","roland farms","C161","161","melons",3235,23,4,17
"2022-08-31T22:22:29","H162","Sweetwater Farm ","C162","162","basil",6704,47,7,34
"2022-11-22T03:34:22","H163","Stonehall Farm","C163","163","Tomatoes",4322,30,5,22
"2022-04-12T12:28:25","H164","Burnt Mill Farm","C164","164","Tomatoes",4066,29,5,21
"2022-06-14T00:06:16","H165","Sunnydale Farm","C165","165","cilantro",7463,52,8,37
"2022-06-09T06:05:50","H166","roland farms","C166","166","Tomatoes",3717,26,4,19
"2022-05-17T23:08:29","H167","Sunnydale Farm","C167","167","cilantro",7661,54,8,38
"2022-12-25T00:51:07","H168","roland farms","C168","168","melons",3294,23,4,17
"2022-08-15T20:30:17","H169","Green Acres Farm","C169","169","bell peppers",5176,36,6,26
"2022-12-23T22:32:34","H170","Green Acres Farm","C170","170","Cucumbers",4839,34,5,24
"2022-07-06T15:49:48","H171","Cerritos Farm","C171","171","spinach",1399,10,2,7
"2022-09-08T23:18:34","H172","Hidden gems Farm","C172","172","lettuce",415,3,1,3
"2022-05-28T22:14:04","H173","Stonehall Farm","C173","173","Cucumbers",4500,32,5,23
"2022-12-29T18:51:33","H174","Orchard Valley Farm","C174","174","basil",6946,49,7,35
"2023-01-06T19:47:38","H175","Orchard Valley Farm","C175","175","cilantro",7219,51,7,36
"2022-11-14T20:10:39","H176","Sunnydale Farm","C176","176","cilantro",7802,55,8,39
"2022-05-02T06:02:29","H177","scissortail farms","C177","177","melons",2952,21,4,15
"2023-03-02T06:29:23","H178","Sunnydale Farm","C178","178","cilantro",7835,55,8,39
"2022-09-24T16:24:35","H179","Red Barn Farms","IPH179","179","sweet potato",9666,68,10,48
"2022-12-04T13:44:42","H180","Red Barn Farms","IPH180","180","sweet potato",9966,70,10,50
"2022-03-27T10:36:14","H181","Potomac Vegetable Farms","C181","181","arugula",2467,17,3,13
"2023-03-20T12:58:41","H182","Stonehall Farm","C182","182","Cucumbers",4507,32,5,23
"2022-08-10T17:43:41","H183","Cerritos Farm","C183","183","spinach",1389,10,2,7
"2022-12-28T07:46:48","H184","Potomac Vegetable Farms","C184","184","arugula",2421,17,3,12
"2022-06-07T01:28:43","H185","Sweetwater Farm ","C185","185","basil",6595,46,7,33
"2022-09-15T04:23:44","H186","Sunny Fields Farm ","C186","186","chili peppers",5765,40,6,29
"2022-04-05T13:50:53","H187","Sunny Fields Farm ","C187","187","bell peppers",5604,39,6,28
"2023-01-02T19:19:36","H188","Potomac Vegetable Farms","C188","188","arugula",2578,18,3,13
"2023-02-17T20:19:03","H189","Meadowlark Farm","IPH189","189","potato",9211,64,9,46
"2022-04-23T02:47:49","H190","Orchard Valley Farm","C190","190","cilantro",7265,51,8,36
"2022-11-25T01:43:51","H191","Sunnydale Farm","C191","191","cilantro",7792,55,8,39
"2022-07-04T19:58:52","H192","Potomac Vegetable Farms","C192","192","arugula",2499,18,3,13
"2022-11-02T18:46:30","H193","Starview Farms","C193","193","kale",1839,13,3,10
"2022-06-26T10:16:35","H194","Stonehall Farm","C194","194","Cucumbers",4503,32,5,23
"2022-05-29T07:00:15","H195","Meadowbrook Farm","C195","195","parsley",8314,58,8,42
"2023-01-18T03:39:25","H196","Harvest Moon Farms","C196","196","chili peppers",6059,43,6,30
"2023-02-20T09:42:21","H197","Sweetwater Farm ","C197","197","chili peppers",6416,45,7,32
"2022-06-04T03:19:14","H198","scissortail farms","C198","198","melons",3103,22,4,16
"2022-10-03T10:53:03","H199","Mena Farm","C199","199","lettuce",747,6,2,4
"2022-09-03T20:31:58","H200","Meadowlark Farm","IPH200","200","sweet potato",9387,66,9,47
"2022-10-04T13:11:36","H201","scissortail farms","C201","201","arugula",2738,19,3,14
"2022-11-17T18:20:08","H202","Potomac Vegetable Farms","C202","202","arugula",2369,17,3,12
"2023-02-20T00:56:10","H203","scissortail farms","C203","203","melons",3109,22,4,16
"2022-09-10T10:23:19","H204","Burnt Mill Farm","C204","204","Tomatoes",3782,27,4,19
"2022-07-15T01:32:05","H205","Deep Root Farms","C205","205","parsley",8586,60,9,43
"2022-07-23T20:00:33","H206","Meadowbrook Farm","C206","206","parsley",8090,57,8,41
"2022-07-11T09:50:13","H207","Burnt Mill Farm","C207","207","Tomatoes",3948,28,4,20
"2022-07-24T04:46:44","H208","scissortail farms","C208","208","arugula",2726,19,3,14
"2023-01-20T17:02:43","H209","Hidden gems Farm","C209","209","lettuce",420,3,1,3
"2022-10-20T06:17:37","H210","Sweetwater Farm ","C210","210","basil",6731,47,7,34
"2022-11-29T10:58:05","H211","Mena Farm","C211","211","spinach",836,6,2,5
"2023-03-13T14:21:09","H212","Harvest Moon Farms","C212","212","chili peppers",6130,43,6,31
"2022-10-18T19:12:52","H213","Starview Farms","C213","213","kale",1869,13,3,10
"2022-05-16T03:17:33","H214","Hidden gems Farm","C214","214","lettuce",393,3,1,2
"2022-07-16T12:36:50","H215","Orchard Valley Farm","C215","215","basil",7111,50,7,36
"2022-12-30T12:23:55","H216","scissortail farms","C216","216","arugula",2850,20,4,15
"2023-01-24T08:44:35","H217","Cerritos Farm","C217","217","spinach",1246,9,2,7
"2022-12-04T22:30:53","H218","Orchard Valley Farm","C218","218","basil",6943,49,7,35
"2022-10-08T22:25:50","H219","roland farms","C219","219","melons",3555,25,4,18
"2022-08-17T16:21:13","H220","Potomac Vegetable Farms","C220","220","arugula",2359,17,3,12
"2022-12-26T11:55:52","H221","Starview Farms","C221","221","kale",1759,13,3,9
"2023-01-30T05:03:33","H222","Harvest Moon Farms","C222","222","chili peppers",5987,42,6,30
"2023-01-16T07:48:29","H223","Meadowbrook Farm","C223","223","parsley",8118,57,8,41
"2022-10-26T02:36:35","H224","Green Acres Farm","C224","224","bell peppers",5198,37,6,26
"2023-01-08T15:38:34","H225","roland farms","C225","225","melons",3555,25,4,18
"2023-03-01T12:57:01","H226","Mena Farm","C226","226","lettuce",626,5,1,4
"2022-04-11T01:23:41","H227","Harvest Moon Farms","C227","227","chili peppers",6101,43,6,31
"2023-03-13T05:34:58","H228","Sweetwater Farm ","C228","228","basil",6847,48,7,34
"2022-08-13T07:06:59","H229","Harvest Moon Farms","C229","229","chili peppers",5879,41,6,30
"2022-03-29T06:27:10","H230","Burnt Mill Farm","C230","230","Tomatoes",3761,27,4,19
"2022-11-01T16:27:56","H231","Meadowlark Farm","IPH231","231","sweet potato",9465,66,10,47
"2022-10-20T23:49:59","H232","Orchard Valley Farm","C232","232","basil",6896,48,7,35
"2022-08-29T08:59:10","H233","Potomac Vegetable Farms","C233","233","arugula",2323,16,3,12
"2023-02-17T02:46:41","H234","Stonehall Farm","C234","234","Cucumbers",4502,32,5,23
"2022-08-05T06:10:53","H235","Orchard Valley Farm","C235","235","basil",7105,50,7,36
"2023-03-01T04:10:49","H236","Hidden gems Farm","C236","236","lettuce",395,3,1,2
"2022-04-20T22:10:42","H237","Sweetwater Farm ","C237","237","basil",6623,46,7,33
"2022-11-07T12:46:55","H238","roland farms","C238","238","melons",3228,23,4,16
"2023-03-08T20:20:44","H239","Meadowbrook Farm","C239","239","parsley",8176,57,8,41
"2022-10-26T11:22:47","H240","Cerritos Farm","C240","240","kale",1640,12,2,9
"2022-04-12T03:42:14","H241","Stonehall Farm","C241","241","Cucumbers",4589,32,5,23
"2022-09-13T17:19","H242","roland farms","C242","242","melons",3265,23,4,17
"2022-05-05T04:11:58","H243","Sunny Fields Farm ","C243","243","bell peppers",5542,39,6,28
"2022-11-04T14:37:26","H244","Green Acres Farm","C244","244","bell peppers",5270,37,6,27
"2023-02-21T03:14:44","H245","scissortail farms","C245","245","melons",3222,23,4,16
"2022-04-19T11:05:58","H246","Orchard Valley Farm","C246","246","basil",6992,49,7,35
"2022-09-27T23:20:15","H247","Mena Farm","C247","247","spinach",1039,8,2,6
"2022-04-15T10:37:55","H248","Red Barn Farms","IPH248","248","sweet potato",9592,67,10,48
"2022-10-15T12:17:11","H249","Cerritos Farm","C249","249","spinach",1384,10,2,7
"2022-07-10T16:17:51","H250","Hidden gems Farm","C250","250","lettuce",334,3,1,2
"2022-09-11T12:41:52","H251","Mena Farm","C251","251","spinach",939,7,2,5
"2022-10-26T20:08:58","H252","Hidden gems Farm","C252","252","lettuce",618,5,1,4
"2022-08-08T13:06:34","H253","Stonehall Farm","C253","253","Cucumbers",4753,33,5,24
"2023-03-04T02:20:19","H254","Meadowbrook Farm","C254","254","parsley",8215,58,8,41
"2022-10-28T07:13:42","H255","Red Barn Farms","IPH255","255","sweet potato",9694,68,10,48
"2022-05-20T03:45:36","H256","roland farms","C256","256","melons",3565,25,4,18
"2022-11-25T19:16:14","H257","scissortail farms","C257","257","arugula",2802,20,3,14
"2022-06-27T12:35:09","H258","Hidden gems Farm","C258","258","lettuce",211,2,1,2
"2022-12-04T04:58:31","H259","Meadowbrook Farm","C259","259","parsley",7961,56,8,40
"2023-01-21T19:21:16","H260","Mena Farm","C260","260","spinach",1094,8,2,6
"2022-05-04T10:39:36","H261","Meadowbrook Farm","C261","261","parsley",8208,58,8,41
"2022-09-04T22:50:31","H262","Sunnydale Farm","C262","262","cilantro",7504,53,8,38
"2022-08-18T01:07:24","H263","Burnt Mill Farm","C263","263","Tomatoes",3861,27,4,20
"2022-04-14T08:19:21","H264","Cerritos Farm","C264","264","spinach",1166,8,2,6
"2022-11-30T22:02:50","H265","Sunnydale Farm","C265","265","cilantro",7684,54,8,39
"2022-11-28T17:25:43","H266","Starview Farms","C266","266","kale",2167,15,3,11
"2023-03-03T08:47:56","H267","Meadowlark Farm","IPH267","267","sweet potato",9457,66,10,47
"2023-02-07T14:45:50","H268","Hidden gems Farm","C268","268","lettuce",373,3,1,2
"2022-08-26T19:35:52","H269","Sunnydale Farm","C269","269","cilantro",7495,53,8,38
"2022-05-19T10:13:14","H270","Sweetwater Farm ","C270","270","chili peppers",6400,45,7,32
"2023-01-08T06:52:23","H271","Meadowlark Farm","IPH271","271","sweet potato",9392,66,9,47
"2023-01-05T08:42:54","H272","Mena Farm","C272","272","spinach",1029,7,2,6
"2022-05-18T07:54:40","H273","Red Barn Farms","IPH273","273","sweet potato",9601,67,10,48
"2022-04-30T01:25:21","H274","Meadowbrook Farm","C274","274","parsley",8206,57,8,41
"2022-06-29T17:12:16","H275","Potomac Vegetable Farms","C275","275","arugula",2227,16,3,12
"2022-07-21T06:37:15","H276","Meadowbrook Farm","C276","276","parsley",8354,59,9,42
"2022-09-01T07:08:40","H277","Potomac Vegetable Farms","C277","277","arugula",2632,19,3,14
"2022-09-18T20:05:36","H278","Sweetwater Farm ","C278","278","chili peppers",6442,45,7,32
"2023-03-03T17:34:08","H279","Orchard Valley Farm","C279","279","cilantro",7193,50,7,36
"2022-09-25T01:10:46","H280","Meadowbrook Farm","C280","280","parsley",8038,56,8,40
"2023-03-19T01:53:57","H281","Stonehall Farm","C281","281","Cucumbers",4668,33,5,24
"2022-08-29T17:45:21","H282","Cerritos Farm","C282","282","spinach",1284,9,2,7
"2022-05-13T05:08:04","H283","Green Acres Farm","C283","283","bell peppers",5155,36,6,26
"2022-06-23T20:53:17","H284","Sunnydale Farm","C284","284","cilantro",7455,52,8,37
"2023-02-24T10:10:24","H285","Mena Farm","C285","285","lettuce",663,5,2,4
"2022-08-24T14:58:45","H286","Sunny Fields Farm ","C286","286","bell peppers",5642,40,6,28
"2022-07-19T19:32:30","H287","roland farms","C287","287","Tomatoes",3743,26,4,19
"2023-02-07T05:59:39","H288","Deep Root Farms","IPH288","288","potato",8834,62,9,44
"2022-10-22T10:54:44","H289","Deep Root Farms","IPH289","289","potato",8812,62,9,44
"2022-09-27T14:34:04","H290","Mena Farm","C290","290","lettuce",699,5,2,4
"2022-08-01T23:15:12","H291","Mena Farm","C291","291","spinach",810,6,2,5
"2023-03-06T06:57:26","H292","Potomac Vegetable Farms","C292","292","arugula",2370,17,3,12
"2022-09-09T16:50:57","H293","Potomac Vegetable Farms","C293","293","arugula",2304,16,3,12
"2022-10-06T09:02:32","H294","Sweetwater Farm ","C294","294","basil",6490,46,7,33
"2023-03-21T15:17:15","H295","scissortail farms","C295","295","melons",3001,21,4,15
"2022-12-25T09:37:19","H296","Deep Root Farms","IPH296","296","potato",8866,62,9,44
"2023-01-04T23:56:43","H297","Sunny Fields Farm ","C297","297","bell peppers",5489,39,6,28
"2022-10-06T00:16:21","H298","Orchard Valley Farm","C298","298","basil",7048,49,7,35
"2022-11-28T08:39:32","H299","Starview Farms","C299","299","kale",1912,14,3,10
"2023-02-07T23:32:01","H300","roland farms","C300","300","melons",3539,25,4,18
"2022-09-19T04:51:47","H301","Hidden gems Farm","C301","301","lettuce",494,4,1,3
"2022-07-30T18:38:05","H302","Potomac Vegetable Farms","C302","302","arugula",2568,18,3,13
"2022-05-20T12:31:47","H303","Meadowbrook Farm","C303","303","parsley",7987,56,8,40
"2022-06-19T11:39:03","H304","Orchard Valley Farm","C304","304","basil",7108,50,7,36
"2022-11-10T10:56:25","H305","Stonehall Farm","C305","305","Cucumbers",4714,33,5,24
"2022-08-22T19:07:49","H306","Meadowbrook Farm","C306","306","parsley",8053,56,8,40
