"Received_Date","Quantity","Receiver_ID","Product_Desc","Location_from_ID","Location_to_ID","Subsequent_ID","Outbreak"
"2022-09-02",685,"R3054","Red_Snaper_Fish",90,90,"SHP3054","no"
"2022-04-05",833,"R3055","Cocktail Claws Carb Meat",113,113,"SHP3055","yes"
"2021-08-26",319,"R3056","Tuna",34,34,"SHP3056","no"
"2022-03-15",149,"R3057","Shrimp",8,8,"SHP3057","no"
"2022-12-15",442,"R3058","Ballon_Fish",53,53,"SHP3058","no"
"2022-11-16",776,"R3059","Lump Crab Meat",104,104,"SHP3059","no"
"2021-12-31",401,"R3060","Angel_Fish",47,47,"SHP3060","no"
"2021-11-14",133,"R3061","Salmon",6,6,"SHP3061","no"
"2021-09-08",998,"R3062","Item",138,138,"SHP3062","yes"
"2023-01-18",248,"R3063","Lobster",23,23,"SHP3063","no"
"2022-09-01",600,"R3064","Frog_fish",77,77,"SHP3064","no"
"2023-01-22",152,"R3065","Shrimp",9,9,"SHP3065","no"
"2022-09-05",914,"R3066","COLOSSAL LUMP crab Meat",125,125,"SHP3066","yes"
"2022-01-03",600,"R3067","Frog_fish",77,77,"SHP3067","no"
"2022-09-24",554,"R3068","File_Fish",70,70,"SHP3068","no"
"2022-12-10",729,"R3069","Jumbo Lump Crab MEat",97,97,"SHP3069","no"
"2022-09-04",314,"R3070","Tuna",34,34,"SHP3070","no"
"2021-11-09",394,"R3071","Angel_Fish",46,46,"SHP3071","no"
"2022-07-26",744,"R3072","Jumbo Lump Crab MEat",99,99,"SHP3072","no"
"2022-04-09",450,"R3073","Ballon_Fish",54,54,"SHP3073","no"
"2021-12-02",998,"R3074","Item",138,138,"SHP3074","yes"
"2021-12-19",256,"R3075","Lobster",25,25,"SHP3075","no"
"2022-09-15",988,"R3076","Item",136,136,"SHP3076","yes"
"2022-01-29",383,"R3077","White_Fish",44,44,"SHP3077","no"
"2021-10-22",456,"R3078","Ballon_Fish",55,55,"SHP3078","no"
"2021-10-21",801,"R3079","Lump Crab Meat",108,108,"SHP3079","no"
"2021-10-31",920,"R3080","COLOSSAL LUMP crab Meat",126,126,"SHP3080","yes"
"2021-12-27",914,"R3081","COLOSSAL LUMP crab Meat",125,125,"SHP3081","yes"
"2023-03-12",635,"R3082","Gold Fish",83,83,"SHP3082","no"
"2022-09-15",234,"R3083","Crab or Crab Meat",21,21,"SHP3083","no"
"2022-12-20",845,"R3084","Cocktail Claws Carb Meat",114,114,"SHP3084","yes"
"2022-04-17",235,"R3085","Crab or Crab Meat",21,21,"SHP3085","no"
"2022-02-01",101,"R3086","Salmon",1,1,"SHP3086","no"
"2021-10-04",477,"R3087","Ballon_Fish",58,58,"SHP3087","no"
"2021-12-06",392,"R3088","Angel_Fish",45,45,"SHP3088","no"
"2022-07-30",927,"R3089","COLOSSAL LUMP crab Meat",127,127,"SHP3089","yes"
"2023-03-23",363,"R3090","White_Fish",41,41,"SHP3090","no"
"2022-09-03",662,"R3091","Gold Fish",87,87,"SHP3091","no"
"2022-04-26",832,"R3092","Cocktail Claws Carb Meat",112,112,"SHP3092","yes"
"2023-01-04",273,"R3093","Lobster",27,27,"SHP3093","no"
"2022-04-22",532,"R3094","File_Fish",67,67,"SHP3094","no"
"2022-07-20",938,"R3095","COLOSSAL LUMP crab Meat",129,129,"SHP3095","yes"
"2022-02-26",736,"R3096","Jumbo Lump Crab MEat",98,98,"SHP3096","no"
"2022-11-11",638,"R3097","Gold Fish",83,83,"SHP3097","no"
"2021-12-20",424,"R3098","Angel_Fish",50,50,"SHP3098","no"
"2022-07-24",171,"R3099","Shrimp",12,12,"SHP3099","no"
"2022-06-09",268,"R3100","Lobster",27,27,"SHP3100","no"
"2023-03-20",953,"R3101","Item",131,131,"SHP3101","yes"
"2022-09-10",893,"R3102","Claws Crab Meat",122,122,"SHP3102","yes"
"2022-03-07",410,"R3103","Angel_Fish",48,48,"SHP3103","no"
"2022-09-19",631,"R3104","Gold Fish",82,82,"SHP3104","no"
"2022-03-09",553,"R3105","File_Fish",70,70,"SHP3105","no"
"2022-11-26",173,"R3106","Shrimp",12,12,"SHP3106","no"
"2023-02-07",252,"R3107","Lobster",24,24,"SHP3107","no"
"2023-01-19",102,"R3108","Salmon",1,1,"SHP3108","no"
"2023-02-25",628,"R3109","Gold Fish",81,81,"SHP3109","no"
"2022-01-29",534,"R3110","File_Fish",67,67,"SHP3110","no"
"2021-10-19",708,"R3111","Red_Snaper_Fish",94,94,"SHP3111","no"
"2021-11-23",742,"R3112","Jumbo Lump Crab MEat",99,99,"SHP3112","no"
"2021-12-01",760,"R3113","Jumbo Lump Crab MEat",102,102,"SHP3113","no"
"2022-06-05",136,"R3114","Salmon",7,7,"SHP3114","no"
"2021-11-30",755,"R3115","Jumbo Lump Crab MEat",101,101,"SHP3115","no"
"2022-02-04",846,"R3116","Cocktail Claws Carb Meat",115,115,"SHP3116","yes"
"2021-10-03",124,"R3117","Salmon",5,5,"SHP3117","no"
"2021-10-22",992,"R3118","Item",137,137,"SHP3118","yes"
"2022-08-21",854,"R3119","Cocktail Claws Carb Meat",116,116,"SHP3119","yes"
"2022-12-14",531,"R3120","File_Fish",67,67,"SHP3120","no"
"2022-04-03",473,"R3121","Ballon_Fish",58,58,"SHP3121","no"
"2022-02-17",331,"R3122","Tuna",36,36,"SHP3122","no"
"2022-06-08",262,"R3123","Lobster",26,26,"SHP3123","no"
"2022-05-12",752,"R3124","Jumbo Lump Crab MEat",100,100,"SHP3124","no"
"2021-12-12",829,"R3125","Cocktail Claws Carb Meat",112,112,"SHP3125","yes"
"2021-10-20",437,"R3126","Ballon_Fish",52,52,"SHP3126","no"
"2022-11-02",292,"R3127","Tuna",30,30,"SHP3127","no"
"2021-08-25",552,"R3128","File_Fish",70,70,"SHP3128","no"
"2023-03-10",541,"R3129","File_Fish",68,68,"SHP3129","no"
"2022-03-25",339,"R3130","White_Fish",37,37,"SHP3130","no"
"2023-01-02",938,"R3131","COLOSSAL LUMP crab Meat",129,129,"SHP3131","yes"
"2022-10-19",715,"R3132","Red_Snaper_Fish",95,95,"SHP3132","no"
"2023-01-06",883,"R3133","Claws Crab Meat",120,120,"SHP3133","yes"
"2021-08-28",599,"R3134","Frog_fish",77,77,"SHP3134","no"
"2023-02-16",593,"R3135","Frog_fish",76,76,"SHP3135","no"
"2021-08-10",613,"R3136","Frog_fish",79,79,"SHP3136","no"
"2022-03-16",136,"R3137","Salmon",7,7,"SHP3137","no"
"2022-03-22",597,"R3138","Frog_fish",77,77,"SHP3138","no"
"2022-01-20",556,"R3139","File_Fish",70,70,"SHP3139","no"
"2021-10-05",105,"R3140","Salmon",2,2,"SHP3140","no"
"2022-11-14",571,"R3141","File_Fish",73,73,"SHP3141","no"
"2022-05-23",532,"R3142","File_Fish",67,67,"SHP3142","no"
"2022-09-23",178,"R3143","Shrimp",13,13,"SHP3143","no"
"2022-09-06",617,"R3144","Frog_fish",80,80,"SHP3144","no"
"2022-06-19",654,"R3145","Gold Fish",85,85,"SHP3145","no"
"2022-01-24",959,"R3146","Item",132,132,"SHP3146","yes"
"2022-02-16",520,"R3147","Cat_Fish",65,65,"SHP3147","no"
"2022-09-21",327,"R3148","Tuna",35,35,"SHP3148","no"
"2021-10-21",381,"R3149","White_Fish",44,44,"SHP3149","no"
"2021-08-08",392,"R3150","Angel_Fish",45,45,"SHP3150","no"
"2022-04-09",193,"R3151","Shrimp",15,15,"SHP3151","no"
"2022-05-08",325,"R3152","Tuna",35,35,"SHP3152","no"
"2022-02-16",351,"R3153","White_Fish",39,39,"SHP3153","no"
"2023-01-11",916,"R3154","COLOSSAL LUMP crab Meat",125,125,"SHP3154","yes"
"2022-12-20",465,"R3155","Ballon_Fish",56,56,"SHP3155","no"
"2022-07-28",788,"R3156","Lump Crab Meat",106,106,"SHP3156","no"
"2022-02-28",559,"R3157","File_Fish",71,71,"SHP3157","no"
"2023-02-04",839,"R3158","Cocktail Claws Carb Meat",113,113,"SHP3158","yes"
"2022-05-05",317,"R3159","Tuna",34,34,"SHP3159","no"
"2022-04-27",780,"R3160","Lump Crab Meat",105,105,"SHP3160","no"
"2021-12-06",426,"R3161","Angel_Fish",51,51,"SHP3161","no"
"2022-02-07",703,"R3162","Red_Snaper_Fish",93,93,"SHP3162","no"
"2022-09-30",587,"R3163","Frog_fish",75,75,"SHP3163","no"
"2022-03-02",919,"R3164","COLOSSAL LUMP crab Meat",126,126,"SHP3164","yes"
"2022-05-29",471,"R3165","Ballon_Fish",57,57,"SHP3165","no"
"2022-01-16",977,"R3166","Item",135,135,"SHP3166","yes"
"2022-11-03",379,"R3167","White_Fish",43,43,"SHP3167","no"
"2022-11-10",504,"R3168","Cat_Fish",63,63,"SHP3168","no"
"2022-12-29",218,"R3169","Crab or Crab Meat",19,19,"SHP3169","no"
"2022-04-27",927,"R3170","COLOSSAL LUMP crab Meat",127,127,"SHP3170","yes"
"2022-08-28",739,"R3171","Jumbo Lump Crab MEat",98,98,"SHP3171","no"
"2022-12-18",557,"R3172","File_Fish",71,71,"SHP3172","no"
"2022-07-04",785,"R3173","Lump Crab Meat",105,105,"SHP3173","no"
"2021-10-18",710,"R3174","Red_Snaper_Fish",94,94,"SHP3174","no"
"2022-07-01",525,"R3175","Cat_Fish",66,66,"SHP3175","no"
"2022-09-24",451,"R3176","Ballon_Fish",54,54,"SHP3176","no"
"2022-05-04",869,"R3177","Claws Crab Meat",118,118,"SHP3177","yes"
"2022-02-10",378,"R3178","White_Fish",43,43,"SHP3178","no"
"2021-11-29",802,"R3179","Lump Crab Meat",108,108,"SHP3179","no"
"2022-01-05",213,"R3180","Crab or Crab Meat",18,18,"SHP3180","no"
"2022-01-23",892,"R3181","Claws Crab Meat",122,122,"SHP3181","yes"
"2022-11-02",961,"R3182","Item",132,132,"SHP3182","yes"
"2022-11-21",967,"R3183","Item",133,133,"SHP3183","yes"
"2023-02-07",469,"R3184","Ballon_Fish",57,57,"SHP3184","no"
"2022-06-20",980,"R3185","Item",135,135,"SHP3185","yes"
"2022-02-13",921,"R3186","COLOSSAL LUMP crab Meat",126,126,"SHP3186","yes"
"2022-03-31",795,"R3187","Lump Crab Meat",107,107,"SHP3187","no"
"2021-12-13",266,"R3188","Lobster",26,26,"SHP3188","no"
"2021-09-17",451,"R3189","Ballon_Fish",54,54,"SHP3189","no"
"2021-11-28",889,"R3190","Claws Crab Meat",121,121,"SHP3190","yes"
"2022-08-22",775,"R3191","Lump Crab Meat",104,104,"SHP3191","no"
"2022-10-08",829,"R3192","Cocktail Claws Carb Meat",112,112,"SHP3192","yes"
"2021-12-26",460,"R3193","Ballon_Fish",56,56,"SHP3193","no"
"2022-04-05",684,"R3194","Red_Snaper_Fish",90,90,"SHP3194","no"
"2022-10-18",310,"R3195","Tuna",33,33,"SHP3195","no"
"2022-08-15",166,"R3196","Shrimp",11,11,"SHP3196","no"
"2022-08-06",628,"R3197","Gold Fish",81,81,"SHP3197","no"
"2022-10-31",405,"R3198","Angel_Fish",47,47,"SHP3198","no"
"2021-11-02",829,"R3199","Cocktail Claws Carb Meat",112,112,"SHP3199","yes"
"2023-01-24",991,"R3200","Item",137,137,"SHP3200","yes"
"2023-02-09",144,"R3201","Salmon",8,8,"SHP3201","no"
"2022-03-19",179,"R3202","Shrimp",13,13,"SHP3202","no"
"2023-03-02",677,"R3203","Red_Snaper_Fish",89,89,"SHP3203","no"
"2022-07-10",730,"R3204","Jumbo Lump Crab MEat",97,97,"SHP3204","no"
"2022-09-16",860,"R3205","Claws Crab Meat",117,117,"SHP3205","yes"
"2022-07-23",365,"R3206","White_Fish",41,41,"SHP3206","no"
"2022-08-26",928,"R3207","COLOSSAL LUMP crab Meat",127,127,"SHP3207","yes"
"2021-09-19",638,"R3208","Gold Fish",83,83,"SHP3208","no"
"2022-01-22",324,"R3209","Tuna",35,35,"SHP3209","no"
"2022-08-24",321,"R3210","Tuna",35,35,"SHP3210","no"
"2022-05-26",882,"R3211","Claws Crab Meat",120,120,"SHP3211","yes"
"2022-03-06",260,"R3212","Lobster",25,25,"SHP3212","no"
"2022-07-02",662,"R3213","Gold Fish",86,86,"SHP3213","no"
"2022-07-15",198,"R3214","Crab or Crab Meat",16,16,"SHP3214","no"
"2021-11-08",209,"R3215","Crab or Crab Meat",18,18,"SHP3215","no"
"2022-02-22",998,"R3216","Item",138,138,"SHP3216","yes"
"2023-03-25",632,"R3217","Gold Fish",82,82,"SHP3217","no"
"2023-03-07",348,"R3218","White_Fish",39,39,"SHP3218","no"
"2022-12-03",107,"R3219","Salmon",2,2,"SHP3219","no"
"2022-06-28",636,"R3220","Gold Fish",83,83,"SHP3220","no"
"2022-10-11",955,"R3221","Item",131,131,"SHP3221","yes"
"2022-01-15",185,"R3222","Shrimp",14,14,"SHP3222","no"
"2021-10-16",356,"R3223","White_Fish",40,40,"SHP3223","no"
"2022-04-11",217,"R3224","Crab or Crab Meat",19,19,"SHP3224","no"
"2021-08-11",356,"R3225","White_Fish",40,40,"SHP3225","no"
"2022-07-19",245,"R3226","Lobster",23,23,"SHP3226","no"
"2023-01-29",170,"R3227","Shrimp",12,12,"SHP3227","no"
"2022-10-29",144,"R3228","Salmon",8,8,"SHP3228","no"
"2022-09-07",501,"R3229","Cat_Fish",62,62,"SHP3229","no"
"2022-07-04",513,"R3230","Cat_Fish",64,64,"SHP3230","no"
"2022-01-14",463,"R3231","Ballon_Fish",56,56,"SHP3231","no"
"2022-05-31",168,"R3232","Shrimp",11,11,"SHP3232","no"
"2022-10-06",293,"R3233","Tuna",30,30,"SHP3233","no"
"2023-02-12",812,"R3234","Cocktail Claws Carb Meat",109,109,"SHP3234","no"
"2022-01-12",459,"R3235","Ballon_Fish",56,56,"SHP3235","no"
"2022-06-02",444,"R3236","Ballon_Fish",53,53,"SHP3236","no"
"2022-10-02",341,"R3237","White_Fish",38,38,"SHP3237","no"
"2022-11-20",259,"R3238","Lobster",25,25,"SHP3238","no"
"2023-01-23",610,"R3239","Frog_fish",79,79,"SHP3239","no"
"2022-04-08",912,"R3240","COLOSSAL LUMP crab Meat",125,125,"SHP3240","yes"
"2022-03-12",248,"R3241","Lobster",24,24,"SHP3241","no"
"2022-06-22",158,"R3242","Shrimp",10,10,"SHP3242","no"
"2022-02-11",717,"R3243","Jumbo Lump Crab MEat",95,95,"SHP3243","no"
"2022-02-26",404,"R3244","Angel_Fish",47,47,"SHP3244","no"
"2022-12-08",605,"R3245","Frog_fish",78,78,"SHP3245","no"
"2022-12-23",580,"R3246","Frog_fish",74,74,"SHP3246","no"
"2022-04-06",761,"R3247","Jumbo Lump Crab MEat",102,102,"SHP3247","no"
"2022-12-27",637,"R3248","Gold Fish",83,83,"SHP3248","no"
"2022-07-22",952,"R3249","COLOSSAL LUMP crab Meat",131,131,"SHP3249","yes"
"2022-05-27",892,"R3250","Claws Crab Meat",121,121,"SHP3250","yes"
"2022-12-15",209,"R3251","Crab or Crab Meat",18,18,"SHP3251","no"
"2022-08-23",134,"R3252","Salmon",6,6,"SHP3252","no"
"2022-08-02",330,"R3253","Tuna",36,36,"SHP3253","no"
"2022-11-15",419,"R3254","Angel_Fish",50,50,"SHP3254","no"
"2023-03-21",773,"R3255","Lump Crab Meat",104,104,"SHP3255","no"
"2023-01-25",234,"R3256","Crab or Crab Meat",21,21,"SHP3256","no"
"2022-08-27",456,"R3257","Ballon_Fish",55,55,"SHP3257","no"
"2022-08-15",242,"R3258","Crab or Crab Meat",23,23,"SHP3258","no"
"2021-12-05",967,"R3259","Item",133,133,"SHP3259","yes"
"2021-10-01",104,"R3260","Salmon",2,2,"SHP3260","no"
"2022-04-24",379,"R3261","White_Fish",43,43,"SHP3261","no"
"2022-01-15",242,"R3262","Lobster",23,23,"SHP3262","no"
"2022-01-18",309,"R3263","Tuna",33,33,"SHP3263","no"
"2022-11-30",208,"R3264","Crab or Crab Meat",18,18,"SHP3264","no"
"2022-09-14",515,"R3265","Cat_Fish",64,64,"SHP3265","no"
"2022-06-21",336,"R3266","Tuna",37,37,"SHP3266","no"
"2022-02-15",520,"R3267","Cat_Fish",65,65,"SHP3267","no"
"2022-10-31",244,"R3268","Lobster",23,23,"SHP3268","no"
"2022-01-06",790,"R3269","Lump Crab Meat",106,106,"SHP3269","no"
"2022-06-24",780,"R3270","Lump Crab Meat",105,105,"SHP3270","no"
"2021-10-28",359,"R3271","White_Fish",40,40,"SHP3271","no"
"2021-09-29",316,"R3272","Tuna",34,34,"SHP3272","no"
"2022-05-16",870,"R3273","Claws Crab Meat",118,118,"SHP3273","yes"
"2022-10-09",514,"R3274","Cat_Fish",64,64,"SHP3274","no"
"2022-04-18",231,"R3275","Crab or Crab Meat",21,21,"SHP3275","no"
"2023-01-01",537,"R3276","File_Fish",67,67,"SHP3276","no"
"2022-10-01",269,"R3277","Lobster",27,27,"SHP3277","no"
"2021-12-18",131,"R3278","Salmon",6,6,"SHP3278","no"
"2022-05-21",236,"R3279","Crab or Crab Meat",22,22,"SHP3279","no"
"2022-09-17",880,"R3280","Claws Crab Meat",120,120,"SHP3280","yes"
"2022-10-13",107,"R3281","Salmon",2,2,"SHP3281","no"
"2022-08-29",356,"R3282","White_Fish",40,40,"SHP3282","no"
"2021-09-24",705,"R3283","Red_Snaper_Fish",93,93,"SHP3283","no"
"2022-08-10",360,"R3284","White_Fish",41,41,"SHP3284","no"
"2022-04-15",411,"R3285","Angel_Fish",48,48,"SHP3285","no"
"2022-04-02",947,"R3286","COLOSSAL LUMP crab Meat",130,130,"SHP3286","yes"
"2021-08-28",297,"R3287","Tuna",31,31,"SHP3287","no"
"2021-11-14",428,"R3288","Angel_Fish",51,51,"SHP3288","no"
"2022-04-14",328,"R3289","Tuna",36,36,"SHP3289","no"
"2022-06-26",949,"R3290","COLOSSAL LUMP crab Meat",130,130,"SHP3290","yes"
"2022-05-09",952,"R3291","COLOSSAL LUMP crab Meat",131,131,"SHP3291","yes"
"2021-12-15",353,"R3292","White_Fish",40,40,"SHP3292","no"
"2022-12-09",324,"R3293","Tuna",35,35,"SHP3293","no"
"2021-12-14",920,"R3294","COLOSSAL LUMP crab Meat",126,126,"SHP3294","yes"
"2022-03-22",192,"R3295","Shrimp",15,15,"SHP3295","no"
"2022-02-19",756,"R3296","Jumbo Lump Crab MEat",101,101,"SHP3296","no"
"2021-09-02",581,"R3297","Frog_fish",74,74,"SHP3297","no"
"2021-11-04",237,"R3298","Crab or Crab Meat",22,22,"SHP3298","no"
"2022-01-02",206,"R3299","Crab or Crab Meat",17,17,"SHP3299","no"
"2023-01-22",891,"R3300","Claws Crab Meat",121,121,"SHP3300","yes"
"2022-11-06",870,"R3301","Claws Crab Meat",118,118,"SHP3301","yes"
"2021-11-11",326,"R3302","Tuna",35,35,"SHP3302","no"
"2022-04-14",662,"R3303","Gold Fish",87,87,"SHP3303","no"
"2022-06-10",103,"R3304","Salmon",1,1,"SHP3304","no"
"2023-03-02",130,"R3305","Salmon",6,6,"SHP3305","no"
"2022-02-13",104,"R3306","Salmon",2,2,"SHP3306","no"
"2022-11-07",631,"R3307","Gold Fish",82,82,"SHP3307","no"
"2022-04-16",506,"R3308","Cat_Fish",63,63,"SHP3308","no"
"2021-09-14",169,"R3309","Shrimp",11,11,"SHP3309","no"
"2021-10-27",306,"R3310","Tuna",32,32,"SHP3310","no"
"2021-12-29",920,"R3311","COLOSSAL LUMP crab Meat",126,126,"SHP3311","yes"
"2022-05-17",397,"R3312","Angel_Fish",46,46,"SHP3312","no"
"2022-02-12",548,"R3313","File_Fish",69,69,"SHP3313","no"
"2022-05-14",799,"R3314","Lump Crab Meat",107,107,"SHP3314","no"
"2022-10-04",373,"R3315","White_Fish",43,43,"SHP3315","no"
"2022-11-28",491,"R3316","Cat_Fish",61,61,"SHP3316","no"
"2022-06-26",918,"R3317","COLOSSAL LUMP crab Meat",125,125,"SHP3317","yes"
"2022-05-29",886,"R3318","Claws Crab Meat",121,121,"SHP3318","yes"
"2022-09-12",997,"R3319","Item",138,138,"SHP3319","yes"
"2022-11-21",713,"R3320","Red_Snaper_Fish",94,94,"SHP3320","no"
"2023-01-04",295,"R3321","Tuna",31,31,"SHP3321","no"
"2021-11-10",812,"R3322","Cocktail Claws Carb Meat",109,109,"SHP3322","no"
"2023-02-11",848,"R3323","Cocktail Claws Carb Meat",115,115,"SHP3323","yes"
"2022-01-12",564,"R3324","File_Fish",72,72,"SHP3324","no"
"2022-02-04",825,"R3325","Cocktail Claws Carb Meat",111,111,"SHP3325","yes"
"2021-10-03",762,"R3326","Jumbo Lump Crab MEat",102,102,"SHP3326","no"
"2022-06-13",637,"R3327","Gold Fish",83,83,"SHP3327","no"
"2022-01-08",639,"R3328","Gold Fish",83,83,"SHP3328","no"
"2022-11-05",876,"R3329","Claws Crab Meat",119,119,"SHP3329","yes"
"2022-06-02",737,"R3330","Jumbo Lump Crab MEat",98,98,"SHP3330","no"
"2022-09-05",151,"R3331","Shrimp",9,9,"SHP3331","no"
"2022-06-13",382,"R3332","White_Fish",44,44,"SHP3332","no"
"2021-09-19",659,"R3333","Gold Fish",86,86,"SHP3333","no"
"2021-11-12",214,"R3334","Crab or Crab Meat",18,18,"SHP3334","no"
"2022-03-30",968,"R3335","Item",133,133,"SHP3335","yes"
"2022-10-21",556,"R3336","File_Fish",70,70,"SHP3336","no"
"2023-03-18",720,"R3337","Jumbo Lump Crab MEat",95,95,"SHP3337","no"
"2022-12-31",893,"R3338","Claws Crab Meat",122,122,"SHP3338","yes"
"2023-03-19",545,"R3339","File_Fish",69,69,"SHP3339","no"
"2022-03-21",343,"R3340","White_Fish",38,38,"SHP3340","no"
"2023-01-26",760,"R3341","Jumbo Lump Crab MEat",101,101,"SHP3341","no"
"2022-01-24",613,"R3342","Frog_fish",79,79,"SHP3342","no"
"2021-10-07",985,"R3343","Item",136,136,"SHP3343","yes"
"2021-08-09",460,"R3344","Ballon_Fish",56,56,"SHP3344","no"
"2023-01-28",816,"R3345","Cocktail Claws Carb Meat",110,110,"SHP3345","no"
"2022-07-08",702,"R3346","Red_Snaper_Fish",93,93,"SHP3346","no"
"2022-10-09",560,"R3347","File_Fish",71,71,"SHP3347","no"
"2021-12-14",707,"R3348","Red_Snaper_Fish",93,93,"SHP3348","no"
"2021-09-07",269,"R3349","Lobster",27,27,"SHP3349","no"
"2022-05-09",533,"R3350","File_Fish",67,67,"SHP3350","no"
"2023-03-04",921,"R3351","COLOSSAL LUMP crab Meat",126,126,"SHP3351","yes"
"2023-02-14",102,"R3352","Salmon",1,1,"SHP3352","no"
"2022-10-03",485,"R3353","Cat_Fish",60,60,"SHP3353","no"
"2022-07-27",817,"R3354","Cocktail Claws Carb Meat",110,110,"SHP3354","no"
"2023-02-15",106,"R3355","Salmon",2,2,"SHP3355","no"
"2022-06-28",113,"R3356","Salmon",3,3,"SHP3356","no"
"2022-06-30",976,"R3357","Item",134,134,"SHP3357","yes"
"2022-05-06",398,"R3358","Angel_Fish",46,46,"SHP3358","no"
"2021-10-28",498,"R3359","Cat_Fish",62,62,"SHP3359","no"
"2022-03-03",713,"R3360","Red_Snaper_Fish",94,94,"SHP3360","no"
"2022-01-05",598,"R3361","Frog_fish",77,77,"SHP3361","no"
"2022-11-12",271,"R3362","Lobster",27,27,"SHP3362","no"
"2022-07-25",393,"R3363","Angel_Fish",46,46,"SHP3363","no"
"2022-02-02",195,"R3364","Shrimp",15,15,"SHP3364","no"
"2022-11-09",783,"R3365","Lump Crab Meat",105,105,"SHP3365","no"
"2022-03-14",810,"R3366","Lump Crab Meat",109,109,"SHP3366","no"
"2023-03-05",973,"R3367","Item",134,134,"SHP3367","yes"
