Shiipped_Date,Lot_ID,Shipping_ID,Subsequent_ID,Harvesting_ID,Location_to_Shipping_ID,Location_to_ID,is_contaminated
5/30/2022,92,SP92,TR92,H92,10,10,TRUE
10/29/2022,93,SP93,TR93,H93,44,44,FALSE
2/23/2022,94,SP94,TR94,H94,34,34,FALSE
12/15/2022,95,SP95,TR95,H95,8,8,FALSE
10/29/2021,96,SP96,TR96,H96,44,44,FALSE
12/30/2022,97,SP97,TR97,H97,3,3,FALSE
5/19/2022,98,SP98,TR98,H98,42,42,FALSE
12/7/2022,99,SP99,TR99,H99,6,6,FALSE
6/29/2022,100,SP100,TR100,H100,6,6,TRUE
8/12/2022,101,SP101,TR101,H101,48,48,FALSE
12/29/2021,102,SP102,TR102,H102,20,20,FALSE
9/5/2022,103,SP103,TR103,H103,43,43,FALSE
2/12/2023,104,SP104,TR104,H104,60,60,TRUE
12/10/2021,105,SP105,TR105,H105,25,25,FALSE
5/21/2022,106,SP106,TR106,H106,42,42,FALSE
12/24/2021,107,SP107,TR107,H107,21,21,FALSE
1/28/2023,108,SP108,TR108,H108,61,61,FALSE
12/9/2021,109,SP109,TR109,H109,52,52,FALSE
11/6/2021,110,SP110,TR110,H110,30,30,FALSE
6/28/2022,111,SP111,TR111,H111,27,27,FALSE
1/9/2023,112,SP112,TR112,H112,20,20,FALSE
8/10/2022,113,SP113,TR113,H113,51,51,FALSE
7/19/2022,114,SP114,TR114,H114,62,62,TRUE
8/29/2021,115,SP115,TR115,H115,4,4,FALSE
5/17/2022,116,SP116,TR116,H116,33,33,FALSE
10/1/2022,117,SP117,TR117,H117,61,61,FALSE
1/8/2022,118,SP118,TR118,H118,63,63,FALSE
10/28/2021,119,SP119,TR119,H119,5,5,FALSE
3/14/2022,120,SP120,TR120,H120,54,54,FALSE
9/3/2021,121,SP121,TR121,H121,31,31,FALSE
12/19/2021,122,SP122,TR122,H122,70,70,TRUE
12/25/2022,123,SP123,TR123,H123,5,5,FALSE
11/25/2021,124,SP124,TR124,H124,41,41,FALSE
6/1/2022,125,SP125,TR125,H125,40,40,FALSE
9/17/2022,126,SP126,TR126,H126,47,47,FALSE
7/29/2022,127,SP127,TR127,H127,64,64,FALSE
9/11/2021,128,SP128,TR128,H128,18,18,FALSE
1/13/2023,129,SP129,TR129,H129,18,18,FALSE
6/26/2022,130,SP130,TR130,H130,50,50,FALSE
10/14/2022,131,SP131,TR131,H131,24,24,TRUE
10/31/2022,132,SP132,TR132,H132,43,43,FALSE
9/26/2022,133,SP133,TR133,H133,23,23,FALSE
3/14/2023,134,SP134,TR134,H134,3,3,FALSE
7/14/2022,135,SP135,TR135,H135,32,32,FALSE
10/13/2022,136,SP136,TR136,H136,26,26,FALSE
3/10/2022,137,SP137,TR137,H137,33,33,FALSE
12/30/2021,138,SP138,TR138,H138,13,13,FALSE
1/29/2022,139,SP139,TR139,H139,48,48,FALSE
9/2/2022,140,SP140,TR140,H140,50,50,FALSE
12/9/2021,141,SP141,TR141,H141,52,52,TRUE
8/21/2022,142,SP142,TR142,H142,65,65,FALSE
2/24/2023,143,SP143,TR143,H143,42,42,FALSE
6/24/2022,144,SP144,TR144,H144,45,45,FALSE
1/11/2022,145,SP145,TR145,H145,9,9,FALSE
10/19/2022,146,SP146,TR146,H146,54,54,FALSE
11/17/2021,147,SP147,TR147,H147,22,22,TRUE
6/3/2022,148,SP148,TR148,H148,62,62,TRUE
11/16/2021,149,SP149,TR149,H149,44,44,TRUE
3/9/2022,150,SP150,TR150,H150,65,65,FALSE
4/19/2022,151,SP151,TR151,H151,15,15,FALSE
8/29/2022,152,SP152,TR152,H152,53,53,FALSE
9/6/2022,153,SP153,TR153,H153,12,12,FALSE
3/27/2022,154,SP154,TR154,H154,4,4,FALSE
12/10/2021,155,SP155,TR155,H155,27,27,FALSE
3/13/2023,156,SP156,TR156,H156,55,55,TRUE
8/9/2022,157,SP157,TR157,H157,50,50,FALSE
3/18/2023,158,SP158,TR158,H158,9,9,FALSE
1/28/2022,159,SP159,TR159,H159,54,54,FALSE
6/9/2022,160,SP160,TR160,H160,3,3,FALSE
1/4/2023,161,SP161,TR161,H161,23,23,TRUE
4/21/2022,162,SP162,TR162,H162,47,47,TRUE
6/3/2022,163,SP163,TR163,H163,30,30,FALSE
1/7/2022,164,SP164,TR164,H164,29,29,FALSE
7/10/2022,165,SP165,TR165,H165,52,52,FALSE
11/13/2022,166,SP166,TR166,H166,26,26,FALSE
3/23/2022,167,SP167,TR167,H167,54,54,FALSE
12/18/2021,168,SP168,TR168,H168,23,23,FALSE
2/14/2022,169,SP169,TR169,H169,36,36,TRUE
10/1/2022,170,SP170,TR170,H170,34,34,FALSE
11/30/2021,171,SP171,TR171,H171,10,10,FALSE
3/6/2022,172,SP172,TR172,H172,3,3,FALSE
10/16/2021,173,SP173,TR173,H173,32,32,FALSE
1/20/2023,174,SP174,TR174,H174,49,49,TRUE
3/24/2023,175,SP175,TR175,H175,51,51,FALSE
6/4/2022,176,SP176,TR176,H176,55,55,FALSE
10/29/2021,177,SP177,TR177,H177,21,21,FALSE
11/22/2022,178,SP178,TR178,H178,55,55,FALSE
10/19/2021,179,SP179,TR179,H179,68,68,TRUE
1/29/2023,180,SP180,TR180,H180,70,70,FALSE
9/6/2021,181,SP181,TR181,H181,17,17,FALSE
4/29/2022,182,SP182,TR182,H182,32,32,FALSE
12/25/2022,183,SP183,TR183,H183,10,10,FALSE
11/14/2021,184,SP184,TR184,H184,17,17,FALSE
2/23/2022,185,SP185,TR185,H185,46,46,FALSE
2/22/2022,186,SP186,TR186,H186,40,40,FALSE
3/12/2023,187,SP187,TR187,H187,39,39,TRUE
9/24/2022,188,SP188,TR188,H188,18,18,FALSE
2/10/2023,189,SP189,TR189,H189,64,64,FALSE
4/17/2022,190,SP190,TR190,H190,51,51,FALSE
12/24/2022,191,SP191,TR191,H191,55,55,FALSE
12/13/2021,192,SP192,TR192,H192,18,18,FALSE
7/22/2022,193,SP193,TR193,H193,13,13,FALSE
10/20/2021,194,SP194,TR194,H194,32,32,FALSE
10/15/2021,195,SP195,TR195,H195,58,58,FALSE
2/11/2022,196,SP196,TR196,H196,43,43,FALSE
2/27/2023,197,SP197,TR197,H197,45,45,TRUE
1/2/2023,198,SP198,TR198,H198,22,22,FALSE
4/27/2022,199,SP199,TR199,H199,6,6,FALSE
10/17/2022,200,SP200,TR200,H200,66,66,FALSE
5/25/2022,201,SP201,TR201,H201,19,19,FALSE
6/11/2022,202,SP202,TR202,H202,17,17,FALSE
6/8/2022,203,SP203,TR203,H203,22,22,FALSE
12/20/2021,204,SP204,TR204,H204,27,27,FALSE
11/11/2021,205,SP205,TR205,H205,60,60,FALSE
3/14/2022,206,SP206,TR206,H206,57,57,FALSE
10/13/2021,207,SP207,TR207,H207,28,28,FALSE
9/15/2021,208,SP208,TR208,H208,19,19,FALSE
11/2/2021,209,SP209,TR209,H209,3,3,FALSE
1/16/2023,210,SP210,TR210,H210,47,47,FALSE
10/25/2022,211,SP211,TR211,H211,6,6,TRUE
12/30/2022,212,SP212,TR212,H212,43,43,FALSE
9/6/2022,213,SP213,TR213,H213,13,13,FALSE
9/10/2022,214,SP214,TR214,H214,3,3,FALSE
11/5/2022,215,SP215,TR215,H215,50,50,FALSE
2/28/2022,216,SP216,TR216,H216,20,20,TRUE
11/5/2022,217,SP217,TR217,H217,9,9,FALSE
3/31/2022,218,SP218,TR218,H218,49,49,FALSE
6/10/2022,219,SP219,TR219,H219,25,25,FALSE
3/26/2022,220,SP220,TR220,H220,17,17,FALSE
7/18/2022,221,SP221,TR221,H221,13,13,FALSE
6/17/2022,222,SP222,TR222,H222,42,42,FALSE
5/30/2022,223,SP223,TR223,H223,57,57,FALSE
2/28/2023,224,SP224,TR224,H224,37,37,FALSE
11/13/2022,225,SP225,TR225,H225,25,25,FALSE
11/2/2021,226,SP226,TR226,H226,5,5,FALSE
12/27/2021,227,SP227,TR227,H227,43,43,FALSE
12/30/2021,228,SP228,TR228,H228,48,48,FALSE
11/21/2022,229,SP229,TR229,H229,41,41,FALSE
8/31/2021,230,SP230,TR230,H230,27,27,FALSE
8/27/2021,231,SP231,TR231,H231,66,66,FALSE
2/2/2023,232,SP232,TR232,H232,48,48,TRUE
8/16/2022,233,SP233,TR233,H233,16,16,FALSE
7/16/2022,234,SP234,TR234,H234,32,32,FALSE
11/20/2022,235,SP235,TR235,H235,50,50,FALSE
1/22/2023,236,SP236,TR236,H236,3,3,FALSE
2/16/2022,237,SP237,TR237,H237,46,46,FALSE
9/29/2022,238,SP238,TR238,H238,23,23,TRUE
7/21/2022,239,SP239,TR239,H239,57,57,FALSE
11/24/2021,240,SP240,TR240,H240,12,12,FALSE
8/20/2022,241,SP241,TR241,H241,32,32,FALSE
4/29/2022,242,SP242,TR242,H242,23,23,FALSE
3/12/2023,243,SP243,TR243,H243,39,39,FALSE
6/19/2022,244,SP244,TR244,H244,37,37,TRUE
1/7/2023,245,SP245,TR245,H245,23,23,FALSE
1/25/2022,246,SP246,TR246,H246,49,49,FALSE
11/9/2022,247,SP247,TR247,H247,8,8,FALSE
8/25/2021,248,SP248,TR248,H248,67,67,TRUE
4/20/2022,249,SP249,TR249,H249,10,10,TRUE
3/26/2023,250,SP250,TR250,H250,3,3,TRUE
9/29/2022,251,SP251,TR251,H251,7,7,FALSE
11/6/2022,252,SP252,TR252,H252,5,5,FALSE
4/4/2022,253,SP253,TR253,H253,33,33,FALSE
7/18/2022,254,SP254,TR254,H254,58,58,FALSE
9/8/2021,255,SP255,TR255,H255,68,68,FALSE
10/27/2021,256,SP256,TR256,H256,25,25,FALSE
10/27/2021,257,SP257,TR257,H257,20,20,FALSE
12/16/2022,258,SP258,TR258,H258,2,2,FALSE
9/3/2022,259,SP259,TR259,H259,56,56,FALSE
7/2/2022,260,SP260,TR260,H260,8,8,FALSE
7/13/2022,261,SP261,TR261,H261,58,58,FALSE
7/25/2022,262,SP262,TR262,H262,53,53,FALSE
1/29/2022,263,SP263,TR263,H263,27,27,FALSE
12/31/2021,264,SP264,TR264,H264,8,8,FALSE
1/11/2023,265,SP265,TR265,H265,54,54,FALSE
2/1/2023,266,SP266,TR266,H266,15,15,FALSE
8/19/2021,267,SP267,TR267,H267,66,66,FALSE
1/2/2022,268,SP268,TR268,H268,3,3,FALSE
1/13/2022,269,SP269,TR269,H269,53,53,TRUE
10/9/2021,270,SP270,TR270,H270,45,45,FALSE
3/9/2023,271,SP271,TR271,H271,66,66,FALSE
12/26/2021,272,SP272,TR272,H272,7,7,FALSE
2/4/2023,273,SP273,TR273,H273,67,67,TRUE
9/12/2021,274,SP274,TR274,H274,57,57,FALSE
3/29/2022,275,SP275,TR275,H275,16,16,FALSE
4/7/2022,276,SP276,TR276,H276,59,59,FALSE
8/9/2022,277,SP277,TR277,H277,19,19,FALSE
1/4/2022,278,SP278,TR278,H278,45,45,FALSE
11/28/2022,279,SP279,TR279,H279,50,50,FALSE
8/5/2021,280,SP280,TR280,H280,56,56,FALSE
8/20/2021,281,SP281,TR281,H281,33,33,FALSE
3/4/2023,282,SP282,TR282,H282,9,9,TRUE
1/6/2022,283,SP283,TR283,H283,36,36,TRUE
1/18/2023,284,SP284,TR284,H284,52,52,TRUE
10/24/2022,285,SP285,TR285,H285,5,5,FALSE
11/5/2021,286,SP286,TR286,H286,40,40,FALSE
7/11/2022,287,SP287,TR287,H287,26,26,FALSE
12/29/2021,288,SP288,TR288,H288,62,62,FALSE
12/4/2021,289,SP289,TR289,H289,62,62,FALSE
12/6/2021,290,SP290,TR290,H290,5,5,FALSE
5/19/2022,291,SP291,TR291,H291,6,6,FALSE
10/17/2021,292,SP292,TR292,H292,17,17,FALSE
2/12/2022,293,SP293,TR293,H293,16,16,FALSE
6/16/2022,294,SP294,TR294,H294,46,46,FALSE
2/6/2023,295,SP295,TR295,H295,21,21,FALSE
2/6/2023,296,SP296,TR296,H296,62,62,FALSE
10/21/2022,297,SP297,TR297,H297,39,39,FALSE
6/12/2022,298,SP298,TR298,H298,49,49,FALSE
12/5/2022,299,SP299,TR299,H299,14,14,TRUE
10/12/2022,300,SP300,TR300,H300,25,25,FALSE
3/18/2022,301,SP301,TR301,H301,4,4,FALSE
10/6/2022,302,SP302,TR302,H302,18,18,FALSE
4/29/2022,303,SP303,TR303,H303,56,56,FALSE
10/10/2021,304,SP304,TR304,H304,50,50,FALSE
8/22/2021,305,SP305,TR305,H305,33,33,FALSE
8/29/2021,306,SP306,TR306,H306,56,56,FALSE
12/21/2021,307,SP307,TR307,H307,7,7,FALSE
11/23/2022,308,SP308,TR308,H308,34,34,FALSE
2/20/2023,309,SP309,TR309,H309,67,67,TRUE
6/22/2022,310,SP310,TR310,H310,17,17,FALSE
3/9/2022,311,SP311,TR311,H311,32,32,FALSE
9/29/2021,312,SP312,TR312,H312,34,34,FALSE
2/4/2022,313,SP313,TR313,H313,6,6,FALSE
12/11/2021,314,SP314,TR314,H314,9,9,FALSE
4/15/2022,315,SP315,TR315,H315,63,63,FALSE
4/7/2022,316,SP316,TR316,H316,61,61,FALSE
11/8/2022,317,SP317,TR317,H317,56,56,FALSE
8/18/2021,318,SP318,TR318,H318,25,25,FALSE
11/26/2021,319,SP319,TR319,H319,10,10,FALSE
8/30/2021,320,SP320,TR320,H320,63,63,FALSE
11/21/2021,321,SP321,TR321,H321,31,31,FALSE
12/21/2021,322,SP322,TR322,H322,10,10,FALSE
2/3/2023,323,SP323,TR323,H323,47,47,FALSE
9/22/2022,324,SP324,TR324,H324,37,37,TRUE
10/16/2022,325,SP325,TR325,H325,39,39,FALSE
8/8/2022,326,SP326,TR326,H326,64,64,FALSE
3/24/2022,327,SP327,TR327,H327,27,27,FALSE
8/19/2022,328,SP328,TR328,H328,13,13,FALSE
3/17/2023,329,SP329,TR329,H329,10,10,FALSE
8/23/2021,330,SP330,TR330,H330,34,34,FALSE
9/28/2021,331,SP331,TR331,H331,61,61,FALSE
3/21/2022,332,SP332,TR332,H332,29,29,FALSE
11/23/2021,333,SP333,TR333,H333,38,38,FALSE
3/27/2023,334,SP334,TR334,H334,45,45,TRUE
7/10/2022,335,SP335,TR335,H335,12,12,FALSE
1/4/2022,336,SP336,TR336,H336,18,18,TRUE
7/25/2022,337,SP337,TR337,H337,60,60,FALSE
10/3/2021,338,SP338,TR338,H338,4,4,FALSE
12/19/2021,339,SP339,TR339,H339,62,62,FALSE
1/31/2022,340,SP340,TR340,H340,3,3,FALSE
12/23/2021,341,SP341,TR341,H341,43,43,FALSE
1/3/2023,342,SP342,TR342,H342,21,21,TRUE
11/25/2022,343,SP343,TR343,H343,7,7,FALSE
6/7/2022,344,SP344,TR344,H344,54,54,FALSE
8/10/2021,345,SP345,TR345,H345,26,26,FALSE
5/9/2022,346,SP346,TR346,H346,43,43,FALSE
2/18/2022,347,SP347,TR347,H347,26,26,FALSE
10/28/2021,348,SP348,TR348,H348,45,45,FALSE
1/24/2023,349,SP349,TR349,H349,62,62,TRUE
8/28/2022,350,SP350,TR350,H350,46,46,TRUE
3/12/2022,351,SP351,TR351,H351,45,45,FALSE
11/18/2021,352,SP352,TR352,H352,6,6,TRUE
1/14/2023,353,SP353,TR353,H353,43,43,FALSE
12/1/2022,354,SP354,TR354,H354,39,39,FALSE
11/28/2021,355,SP355,TR355,H355,38,38,FALSE
10/10/2022,356,SP356,TR356,H356,64,64,FALSE
4/27/2022,357,SP357,TR357,H357,66,66,FALSE
9/16/2021,358,SP358,TR358,H358,65,65,FALSE
4/16/2022,359,SP359,TR359,H359,13,13,FALSE
11/20/2022,360,SP360,TR360,H360,12,12,FALSE
12/25/2021,361,SP361,TR361,H361,65,65,FALSE
3/6/2023,362,SP362,TR362,H362,70,70,FALSE
6/16/2022,363,SP363,TR363,H363,52,52,FALSE
7/28/2022,364,SP364,TR364,H364,58,58,FALSE
5/6/2022,365,SP365,TR365,H365,41,41,TRUE
3/24/2023,366,SP366,TR366,H366,32,32,FALSE
1/28/2022,367,SP367,TR367,H367,30,30,TRUE
2/20/2022,368,SP368,TR368,H368,33,33,FALSE
8/11/2021,369,SP369,TR369,H369,47,47,FALSE
12/19/2022,370,SP370,TR370,H370,23,23,FALSE
7/23/2022,371,SP371,TR371,H371,62,62,FALSE
2/12/2023,372,SP372,TR372,H372,51,51,FALSE
9/2/2022,373,SP373,TR373,H373,51,51,FALSE
9/3/2021,374,SP374,TR374,H374,37,37,FALSE
12/7/2022,375,SP375,TR375,H375,68,68,FALSE
7/12/2022,376,SP376,TR376,H376,53,53,TRUE
9/23/2021,377,SP377,TR377,H377,52,52,FALSE
11/10/2021,378,SP378,TR378,H378,60,60,FALSE
11/20/2022,379,SP379,TR379,H379,38,38,FALSE
10/4/2022,380,SP380,TR380,H380,19,19,FALSE
8/17/2021,381,SP381,TR381,H381,53,53,FALSE
9/27/2022,382,SP382,TR382,H382,49,49,FALSE
11/29/2021,383,SP383,TR383,H383,6,6,FALSE
8/11/2022,384,SP384,TR384,H384,37,37,FALSE
7/5/2022,385,SP385,TR385,H385,57,57,FALSE
8/24/2022,386,SP386,TR386,H386,38,38,FALSE
11/1/2021,387,SP387,TR387,H387,51,51,FALSE
8/11/2021,388,SP388,TR388,H388,37,37,FALSE
7/31/2022,389,SP389,TR389,H389,44,44,FALSE
2/27/2022,390,SP390,TR390,H390,50,50,FALSE
7/22/2022,391,SP391,TR391,H391,26,26,FALSE
9/9/2022,392,SP392,TR392,H392,65,65,FALSE
2/6/2022,393,SP393,TR393,H393,19,19,FALSE
9/18/2022,394,SP394,TR394,H394,28,28,FALSE
4/12/2022,395,SP395,TR395,H395,68,68,FALSE
3/21/2022,396,SP396,TR396,H396,23,23,FALSE
4/3/2022,397,SP397,TR397,H397,35,35,FALSE
7/25/2022,398,SP398,TR398,H398,68,68,FALSE
5/6/2022,399,SP399,TR399,H399,48,48,FALSE
4/15/2022,400,SP400,TR400,H400,54,54,TRUE
2/2/2022,401,SP401,TR401,H401,8,8,TRUE
11/2/2022,402,SP402,TR402,H402,30,30,FALSE
2/23/2022,403,SP403,TR403,H403,61,61,FALSE
11/2/2022,404,SP404,TR404,H404,55,55,FALSE
1/21/2022,405,SP405,TR405,H405,36,36,FALSE
1/26/2022,406,SP406,TR406,H406,24,24,TRUE
3/16/2023,407,SP407,TR407,H407,1,1,FALSE
6/20/2022,408,SP408,TR408,H408,17,17,FALSE
1/22/2022,409,SP409,TR409,H409,26,26,FALSE
1/5/2022,410,SP410,TR410,H410,10,10,FALSE
9/8/2022,411,SP411,TR411,H411,22,22,FALSE
3/15/2023,412,SP412,TR412,H412,43,43,FALSE
3/1/2023,413,SP413,TR413,H413,17,17,FALSE
10/22/2021,414,SP414,TR414,H414,34,34,TRUE
1/7/2022,415,SP415,TR415,H415,7,7,FALSE
9/30/2021,416,SP416,TR416,H416,38,38,FALSE
8/13/2022,417,SP417,TR417,H417,57,57,FALSE
1/1/2022,418,SP418,TR418,H418,60,60,FALSE
11/22/2021,419,SP419,TR419,H419,7,7,FALSE
4/26/2022,420,SP420,TR420,H420,40,40,FALSE
8/29/2021,421,SP421,TR421,H421,66,66,FALSE
8/12/2022,422,SP422,TR422,H422,20,20,FALSE
3/18/2023,423,SP423,TR423,H423,24,24,TRUE
10/2/2022,424,SP424,TR424,H424,34,34,FALSE
9/12/2022,425,SP425,TR425,H425,60,60,FALSE
2/27/2022,426,SP426,TR426,H426,37,37,TRUE
2/3/2023,427,SP427,TR427,H427,51,51,FALSE
5/4/2022,428,SP428,TR428,H428,4,4,FALSE
8/24/2021,429,SP429,TR429,H429,20,20,FALSE
9/10/2022,430,SP430,TR430,H430,55,55,FALSE
1/2/2023,431,SP431,TR431,H431,14,14,FALSE
5/9/2022,432,SP432,TR432,H432,42,42,TRUE
6/13/2022,433,SP433,TR433,H433,12,12,FALSE
11/7/2021,434,SP434,TR434,H434,43,43,FALSE
9/27/2021,435,SP435,TR435,H435,35,35,FALSE
9/25/2021,436,SP436,TR436,H436,64,64,FALSE
8/6/2021,437,SP437,TR437,H437,34,34,TRUE
5/25/2022,438,SP438,TR438,H438,54,54,FALSE
9/16/2022,439,SP439,TR439,H439,58,58,FALSE
6/4/2022,440,SP440,TR440,H440,37,37,FALSE
4/20/2022,441,SP441,TR441,H441,11,11,FALSE
11/6/2022,442,SP442,TR442,H442,32,32,FALSE
2/3/2022,443,SP443,TR443,H443,2,2,FALSE
2/14/2023,444,SP444,TR444,H444,67,67,FALSE
11/20/2021,445,SP445,TR445,H445,5,5,FALSE
1/7/2022,446,SP446,TR446,H446,9,9,TRUE
3/3/2022,447,SP447,TR447,H447,63,63,FALSE
8/6/2022,448,SP448,TR448,H448,44,44,FALSE
5/2/2022,449,SP449,TR449,H449,35,35,FALSE
10/11/2021,450,SP450,TR450,H450,60,60,FALSE
11/14/2022,451,SP451,TR451,H451,15,15,FALSE
3/1/2023,452,SP452,TR452,H452,34,34,FALSE
1/5/2023,453,SP453,TR453,H453,40,40,FALSE
10/2/2021,454,SP454,TR454,H454,21,21,FALSE
5/15/2022,455,SP455,TR455,H455,5,5,FALSE
3/21/2023,456,SP456,TR456,H456,7,7,FALSE
3/12/2022,457,SP457,TR457,H457,30,30,FALSE
9/12/2022,458,SP458,TR458,H458,16,16,FALSE
9/5/2022,459,SP459,TR459,H459,59,59,FALSE
8/9/2021,460,SP460,TR460,H460,1,1,FALSE
12/2/2022,461,SP461,TR461,H461,53,53,FALSE
3/2/2023,462,SP462,TR462,H462,48,48,TRUE
8/31/2021,463,SP463,TR463,H463,67,67,FALSE
8/20/2022,464,SP464,TR464,H464,4,4,TRUE
12/18/2022,465,SP465,TR465,H465,13,13,FALSE
12/14/2021,466,SP466,TR466,H466,10,10,TRUE
11/17/2022,467,SP467,TR467,H467,51,51,FALSE
9/19/2022,468,SP468,TR468,H468,13,13,TRUE
3/13/2022,469,SP469,TR469,H469,24,24,FALSE
3/15/2022,470,SP470,TR470,H470,58,58,TRUE
2/17/2023,471,SP471,TR471,H471,15,15,FALSE
4/21/2022,472,SP472,TR472,H472,19,19,FALSE
10/13/2021,473,SP473,TR473,H473,6,6,TRUE
7/28/2022,474,SP474,TR474,H474,25,25,TRUE
6/2/2022,475,SP475,TR475,H475,53,53,FALSE
12/22/2022,476,SP476,TR476,H476,15,15,TRUE
1/13/2022,477,SP477,TR477,H477,32,32,FALSE
